77,Time matrix,calendar heatmap,heat calendar,race track calendar,small multiples cal,Sequential time colors,Medium,Consistent scale; day labels,D3.js,Hover dates
78,Layered time,horizon chart,small multiple horizon,layered area time,Nolan horizon,Layer colors red>green,Medium,Zero line clear; scale legend,D3.js,Tooltip layers
79,Price volume,candlestick chart,financial candle,high-low close,Renko,Green up red down body,Medium,Wicks thin; volume below,TradingView,D3.js,Hover OHLC
80,Open high low close,OHLC chart,bar OHLC,candlestick alt,Heikin Ashi,Color body wick separate,Medium,Consistent scale; patterns,D3.js,Hover values
81,Trading volume,volume chart,volume bars,candle volume,area volume,Green/red volume bars,Low,Match price chart; avg line,Highcharts,Sync hover
82,Market depth,depth chart,bid-ask ladder,cumulative depth,market profile,Blue bid red ask gradient,Medium,Real-time update; crosshair,Plotly,Live update
83,Price changes,tick chart,time-based ticks,renko brick,P&F box,Brick color up/down,Medium,Tick size fixed; trend lines,D3.js,Hover ticks
84,Price figure,point-and-figure chart,P&F box,renko alt,three-line break,Box X up O down,Medium,Scale % based; signals,D3.js,Hover reversals
85,Brick trend,Renko chart,fixed size bricks,trend bricks,unidirectional renko,Green up red down bricks,Medium,No time axis; brick size legend,D3.js,Hover trends
86,Quantile comparison,Q-Q plot,quantile-quantile,probability plot,P-P plot,Dots color by group, line ref,Medium,Diagonal ref line; axis log ok,Plotly,Hover quantiles
87,Model residuals,residuals plot,resid vs fitted,scale-location,Q-Q residuals,Red horizontal line zero,Medium,Leverage points marked; smooth,D3.js,Hover leverages
88,Text distribution,stem-and-leaf plot,stem leaf,back-back stem,dot plot,Grayscale stems leaves,Low,Sort leaves; decimal align,Tableau,Copy text
89,Probability distribution,probability plot,P-P plot,Q-Q alt,ecdf,Empirical line steps,Medium,Diagonal ref; confidence band,D3.js,Hover probs
90,Process control,control chart,Shewhart chart,X-bar R,run chart,Points out of control red,Medium,Control limits labeled; rules,D3.js,Hover spec
91,80/20 rule,Pareto chart,combo Pareto bar,cumulative line,bar sort desc,Red cumulative line,Low,Vital few label; log scale ok,Chart.js,Hover contrib
92,Target achievement,gauge chart,speedometer,bullet alt,progress arc,Green-yellow-red zones,Low,Pointer clear; % label,Highcharts,Hover needle
93,KPI summary,KPI card,number tile,sparkline card,status indicator,Monochrome with icon color,Low,Large font; threshold colors,Custom HTML,Hover details
94,Real-time trend,live line chart,streaming line,real-time spark,updating area,Live point highlight,Medium,Auto-scroll; pause button,Plotly,D3.js,Live update
95,Moving ticker,ticker tape,scrolling numbers,marquee KPI,leaderboard,Color by change +/-,Low,Accessible pause; rate control,Custom JS,Pause hover
96,Progress indicator,progress ring,circular progress,donut progress,linear bar,Blue fill green complete,Low,% label center; indeterminate,SVG,Hover %
97,Status matrix,status grid,heat grid,color cells,dashboard tiles,Status colors RYG,Low,Row/col headers; sort,D3.js,Click drill
98,Classification summary,confusion matrix,heat confusion,classified matrix,error matrix,Diverging accuracy,Medium,Normalize rows/cols; totals,Plotly,Hover counts
99,Classifier performance,ROC curve,receiver operating,AUC curve,precision-recall,Blue curve gray ref,Medium,Diagonal ref AUC shade;D3.js,Hover TPR FPR
100,Feature ranking,feature importance,bar importance,SHAP summary waterfall,Horizontal bar,Diverging impact,Low,Top N only; log scale,Plotly,Hover contribs
101,Dimensionality reduction,t-SNE plot,UMAP scatter,embedding scatter,PCA biplot,Cluster colors,High,Perplexity note; convex hulls,D3.js,Plotly,Zoom clusters
102,Model explanation,SHAP summary plot,beeswarm SHAP,waterfall SHAP,dependence,Red positive blue neg,Medium,Global avg line; feature order,Plotly,Hover forces
103,Training progress,loss curve,learning curve,accuracy loss dual,epoch plot,Red loss blue acc,Medium,Smooth lines; validation dash,D3.js,Zoom epochs
104,Attention visualization,attention map,heat attention,transformer heads,saliency map,Sequential attention weights,Medium,Layer/head selector; normalize,D3.js,Hover weights
105,Multi-head attention,attention rollout plot,aggregated attention,saliency overlay,Multi-head heat,High,Head clustering; path highlight,D3.js,Interactive heads
